x,eval,fitness
"[1, 9, 10, 5, 13, 7, 15, 3, 11, 8, 0, 6, 14, 2, 4, 16]",3368,0.0007794171518538436
"[3, 6, 5, 4, 9, 1, 11, 13, 2, 16, 7, 10, 14, 12, 0, 8]",3269,0.0008445874612545502
"[16, 14, 5, 3, 7, 12, 0, 11, 8, 15, 13, 6, 9, 10, 1, 2]",3248,0.0008598378345843974
"[3, 8, 15, 12, 16, 13, 0, 5, 4, 1, 9, 14, 2, 7, 6, 11]",2974,0.001124846739631725
"[3, 8, 15, 12, 16, 13, 0, 5, 4, 1, 9, 14, 2, 7, 6, 11]",2974,0.001124846739631725
"[9, 13, 7, 5, 3, 12, 8, 15, 0, 6, 4, 1, 10, 2, 14, 16]",2908,0.0012150520649809845
"[13, 6, 7, 15, 0, 8, 3, 11, 4, 10, 9, 2, 5, 12, 16, 14]",2806,0.0013869433156266904
"[13, 6, 7, 15, 0, 8, 3, 11, 4, 10, 9, 2, 5, 12, 16, 14]",2806,0.0013869433156266904
"[13, 6, 7, 15, 0, 8, 3, 11, 4, 10, 9, 2, 5, 12, 16, 14]",2806,0.0013869433156266904
"[13, 6, 7, 15, 0, 8, 3, 11, 4, 10, 9, 2, 5, 12, 16, 14]",2806,0.0013869433156266904
"[13, 6, 7, 15, 0, 8, 3, 11, 4, 10, 9, 2, 5, 12, 16, 14]",2806,0.0013869433156266904
"[16, 10, 5, 13, 12, 11, 15, 8, 9, 4, 14, 2, 6, 3, 0, 7]",2786,0.0014265131738491605
"[16, 10, 5, 13, 12, 11, 15, 8, 9, 4, 14, 2, 6, 3, 0, 7]",2786,0.0014265131738491605
"[16, 10, 5, 13, 12, 11, 15, 8, 9, 4, 14, 2, 6, 3, 0, 7]",2786,0.0014265131738491605
"[16, 10, 5, 13, 12, 11, 15, 8, 9, 4, 14, 2, 6, 3, 0, 7]",2786,0.0014265131738491605
"[16, 10, 5, 13, 12, 11, 15, 8, 9, 4, 14, 2, 6, 3, 0, 7]",2786,0.0014265131738491605
"[16, 10, 5, 13, 12, 11, 15, 8, 9, 4, 14, 2, 6, 3, 0, 7]",2786,0.0014265131738491605
"[16, 10, 5, 13, 12, 11, 15, 8, 9, 4, 14, 2, 6, 3, 0, 7]",2786,0.0014265131738491605
"[16, 10, 5, 13, 12, 11, 15, 8, 9, 4, 14, 2, 6, 3, 0, 7]",2786,0.0014265131738491605
"[9, 4, 5, 2, 14, 13, 10, 7, 6, 16, 11, 15, 8, 0, 12, 3]",2669,0.0017122994469272786
"[9, 4, 5, 2, 14, 13, 10, 7, 6, 16, 11, 15, 8, 0, 12, 3]",2669,0.0017122994469272786
"[9, 4, 5, 2, 14, 13, 10, 7, 6, 16, 11, 15, 8, 0, 12, 3]",2669,0.0017122994469272786
"[9, 4, 5, 2, 14, 13, 10, 7, 6, 16, 11, 15, 8, 0, 12, 3]",2669,0.0017122994469272786
"[9, 4, 5, 2, 14, 13, 10, 7, 6, 16, 11, 15, 8, 0, 12, 3]",2669,0.0017122994469272786
"[9, 4, 5, 2, 14, 13, 10, 7, 6, 16, 11, 15, 8, 0, 12, 3]",2669,0.0017122994469272786
"[9, 4, 5, 2, 14, 13, 10, 7, 6, 16, 11, 15, 8, 0, 12, 3]",2669,0.0017122994469272786
"[9, 4, 5, 2, 14, 13, 10, 7, 6, 16, 11, 15, 8, 0, 12, 3]",2669,0.0017122994469272786
"[9, 4, 5, 2, 14, 13, 10, 7, 6, 16, 11, 15, 8, 0, 12, 3]",2669,0.0017122994469272786
"[9, 4, 5, 2, 14, 13, 10, 7, 6, 16, 11, 15, 8, 0, 12, 3]",2669,0.0017122994469272786
"[9, 4, 5, 2, 14, 13, 10, 7, 6, 16, 11, 15, 8, 0, 12, 3]",2669,0.0017122994469272786
"[9, 4, 5, 2, 14, 13, 10, 7, 6, 16, 11, 15, 8, 0, 12, 3]",2669,0.0017122994469272786
"[9, 4, 5, 2, 14, 13, 10, 7, 6, 16, 11, 15, 8, 0, 12, 3]",2669,0.0017122994469272786
"[9, 4, 5, 2, 14, 13, 10, 7, 6, 16, 11, 15, 8, 0, 12, 3]",2669,0.0017122994469272786
"[9, 4, 5, 2, 14, 13, 10, 7, 6, 16, 11, 15, 8, 0, 12, 3]",2669,0.0017122994469272786
"[9, 4, 5, 2, 14, 13, 10, 7, 6, 16, 11, 15, 8, 0, 12, 3]",2669,0.0017122994469272786
"[9, 4, 5, 2, 14, 13, 10, 7, 6, 16, 11, 15, 8, 0, 12, 3]",2669,0.0017122994469272786
"[9, 4, 5, 2, 14, 13, 10, 7, 6, 16, 11, 15, 8, 0, 12, 3]",2669,0.0017122994469272786
"[9, 4, 5, 2, 14, 13, 10, 7, 6, 16, 11, 15, 8, 0, 12, 3]",2669,0.0017122994469272786
"[9, 4, 5, 2, 14, 13, 10, 7, 6, 16, 11, 15, 8, 0, 12, 3]",2669,0.0017122994469272786
"[9, 4, 5, 2, 14, 13, 10, 7, 6, 16, 11, 15, 8, 0, 12, 3]",2669,0.0017122994469272786
"[9, 4, 5, 2, 14, 13, 10, 7, 6, 16, 11, 15, 8, 0, 12, 3]",2669,0.0017122994469272786
"[9, 4, 5, 2, 14, 13, 10, 7, 6, 16, 11, 15, 8, 0, 12, 3]",2669,0.0017122994469272786
"[9, 4, 5, 2, 14, 13, 10, 7, 6, 16, 11, 15, 8, 0, 12, 3]",2669,0.0017122994469272786
"[9, 4, 5, 2, 14, 13, 10, 7, 6, 16, 11, 15, 8, 0, 12, 3]",2669,0.0017122994469272786
"[9, 4, 5, 2, 14, 13, 10, 7, 6, 16, 11, 15, 8, 0, 12, 3]",2669,0.0017122994469272786
