x,eval,fitness
"[0, 2, 8, 5, 9, 3, 1, 10, 11, 6, 4, 7]",4,0.24937655860349128
"[0, 2, 8, 5, 9, 3, 1, 10, 11, 6, 4, 7]",4,0.24937655860349128
"[0, 2, 8, 5, 9, 3, 1, 10, 11, 6, 4, 7]",4,0.24937655860349128
"[4, 9, 2, 5, 7, 0, 11, 8, 1, 3, 6, 10]",2,0.49751243781094534
"[4, 9, 2, 5, 7, 0, 11, 8, 1, 3, 6, 10]",2,0.49751243781094534
"[4, 9, 2, 5, 7, 0, 11, 8, 1, 3, 6, 10]",2,0.49751243781094534
"[4, 9, 2, 5, 7, 0, 11, 8, 1, 3, 6, 10]",2,0.49751243781094534
"[4, 9, 2, 5, 7, 0, 11, 8, 1, 3, 6, 10]",2,0.49751243781094534
"[4, 9, 2, 5, 7, 0, 11, 8, 1, 3, 6, 10]",2,0.49751243781094534
"[4, 9, 2, 5, 7, 0, 11, 8, 1, 3, 6, 10]",2,0.49751243781094534
"[4, 9, 2, 5, 7, 0, 11, 8, 1, 3, 6, 10]",2,0.49751243781094534
"[4, 9, 2, 5, 7, 0, 11, 8, 1, 3, 6, 10]",2,0.49751243781094534
"[4, 9, 2, 5, 7, 0, 11, 8, 1, 3, 6, 10]",2,0.49751243781094534
"[4, 9, 2, 5, 7, 0, 11, 8, 1, 3, 6, 10]",2,0.49751243781094534
"[4, 9, 2, 5, 7, 0, 11, 8, 1, 3, 6, 10]",2,0.49751243781094534
"[4, 9, 2, 5, 7, 0, 11, 8, 1, 3, 6, 10]",2,0.49751243781094534
"[4, 9, 2, 5, 7, 0, 11, 8, 1, 3, 6, 10]",2,0.49751243781094534
"[4, 9, 2, 5, 7, 0, 11, 8, 1, 3, 6, 10]",2,0.49751243781094534
"[4, 9, 2, 5, 7, 0, 11, 8, 1, 3, 6, 10]",2,0.49751243781094534
"[4, 9, 2, 5, 7, 0, 11, 8, 1, 3, 6, 10]",2,0.49751243781094534
"[4, 9, 2, 5, 7, 0, 11, 8, 1, 3, 6, 10]",2,0.49751243781094534
"[4, 9, 2, 5, 7, 0, 11, 8, 1, 3, 6, 10]",2,0.49751243781094534
"[1, 7, 10, 3, 11, 9, 4, 2, 5, 8, 6, 0]",0,100.0
"[1, 7, 10, 3, 11, 9, 4, 2, 5, 8, 6, 0]",0,100.0
"[1, 7, 10, 3, 11, 9, 4, 2, 5, 8, 6, 0]",0,100.0
"[1, 7, 10, 3, 11, 9, 4, 2, 5, 8, 6, 0]",0,100.0
"[1, 7, 10, 3, 11, 9, 4, 2, 5, 8, 6, 0]",0,100.0
"[1, 7, 10, 3, 11, 9, 4, 2, 5, 8, 6, 0]",0,100.0
"[1, 7, 10, 3, 11, 9, 4, 2, 5, 8, 6, 0]",0,100.0
"[1, 7, 10, 3, 11, 9, 4, 2, 5, 8, 6, 0]",0,100.0
"[1, 7, 10, 3, 11, 9, 4, 2, 5, 8, 6, 0]",0,100.0
"[1, 7, 10, 3, 11, 9, 4, 2, 5, 8, 6, 0]",0,100.0
"[1, 7, 10, 3, 11, 9, 4, 2, 5, 8, 6, 0]",0,100.0
"[1, 7, 10, 3, 11, 9, 4, 2, 5, 8, 6, 0]",0,100.0
"[1, 7, 10, 3, 11, 9, 4, 2, 5, 8, 6, 0]",0,100.0
"[1, 7, 10, 3, 11, 9, 4, 2, 5, 8, 6, 0]",0,100.0
"[1, 7, 10, 3, 11, 9, 4, 2, 5, 8, 6, 0]",0,100.0
"[1, 7, 10, 3, 11, 9, 4, 2, 5, 8, 6, 0]",0,100.0
"[1, 7, 10, 3, 11, 9, 4, 2, 5, 8, 6, 0]",0,100.0
"[1, 7, 10, 3, 11, 9, 4, 2, 5, 8, 6, 0]",0,100.0
"[1, 7, 10, 3, 11, 9, 4, 2, 5, 8, 6, 0]",0,100.0
"[1, 7, 10, 3, 11, 9, 4, 2, 5, 8, 6, 0]",0,100.0
"[1, 7, 10, 3, 11, 9, 4, 2, 5, 8, 6, 0]",0,100.0
"[1, 7, 10, 3, 11, 9, 4, 2, 5, 8, 6, 0]",0,100.0
"[1, 7, 10, 3, 11, 9, 4, 2, 5, 8, 6, 0]",0,100.0
"[1, 7, 10, 3, 11, 9, 4, 2, 5, 8, 6, 0]",0,100.0
"[1, 7, 10, 3, 11, 9, 4, 2, 5, 8, 6, 0]",0,100.0
"[1, 7, 10, 3, 11, 9, 4, 2, 5, 8, 6, 0]",0,100.0
"[1, 7, 10, 3, 11, 9, 4, 2, 5, 8, 6, 0]",0,100.0
"[1, 7, 10, 3, 11, 9, 4, 2, 5, 8, 6, 0]",0,100.0
"[1, 7, 10, 3, 11, 9, 4, 2, 5, 8, 6, 0]",0,100.0
"[1, 7, 10, 3, 11, 9, 4, 2, 5, 8, 6, 0]",0,100.0
"[1, 7, 10, 3, 11, 9, 4, 2, 5, 8, 6, 0]",0,100.0
"[1, 7, 10, 3, 11, 9, 4, 2, 5, 8, 6, 0]",0,100.0
"[1, 7, 10, 3, 11, 9, 4, 2, 5, 8, 6, 0]",0,100.0
"[1, 7, 10, 3, 11, 9, 4, 2, 5, 8, 6, 0]",0,100.0
"[1, 7, 10, 3, 11, 9, 4, 2, 5, 8, 6, 0]",0,100.0
"[1, 7, 10, 3, 11, 9, 4, 2, 5, 8, 6, 0]",0,100.0
"[1, 7, 10, 3, 11, 9, 4, 2, 5, 8, 6, 0]",0,100.0
"[1, 7, 10, 3, 11, 9, 4, 2, 5, 8, 6, 0]",0,100.0
"[1, 7, 10, 3, 11, 9, 4, 2, 5, 8, 6, 0]",0,100.0
"[1, 7, 10, 3, 11, 9, 4, 2, 5, 8, 6, 0]",0,100.0
"[1, 7, 10, 3, 11, 9, 4, 2, 5, 8, 6, 0]",0,100.0
"[1, 7, 10, 3, 11, 9, 4, 2, 5, 8, 6, 0]",0,100.0
"[1, 7, 10, 3, 11, 9, 4, 2, 5, 8, 6, 0]",0,100.0
"[1, 7, 10, 3, 11, 9, 4, 2, 5, 8, 6, 0]",0,100.0
"[1, 7, 10, 3, 11, 9, 4, 2, 5, 8, 6, 0]",0,100.0
"[1, 7, 10, 3, 11, 9, 4, 2, 5, 8, 6, 0]",0,100.0
"[1, 7, 10, 3, 11, 9, 4, 2, 5, 8, 6, 0]",0,100.0
"[1, 7, 10, 3, 11, 9, 4, 2, 5, 8, 6, 0]",0,100.0
"[1, 7, 10, 3, 11, 9, 4, 2, 5, 8, 6, 0]",0,100.0
"[1, 7, 10, 3, 11, 9, 4, 2, 5, 8, 6, 0]",0,100.0
"[1, 7, 10, 3, 11, 9, 4, 2, 5, 8, 6, 0]",0,100.0
"[1, 7, 10, 3, 11, 9, 4, 2, 5, 8, 6, 0]",0,100.0
"[1, 7, 10, 3, 11, 9, 4, 2, 5, 8, 6, 0]",0,100.0
"[1, 7, 10, 3, 11, 9, 4, 2, 5, 8, 6, 0]",0,100.0
"[1, 7, 10, 3, 11, 9, 4, 2, 5, 8, 6, 0]",0,100.0
"[1, 7, 10, 3, 11, 9, 4, 2, 5, 8, 6, 0]",0,100.0
"[1, 7, 10, 3, 11, 9, 4, 2, 5, 8, 6, 0]",0,100.0
"[1, 7, 10, 3, 11, 9, 4, 2, 5, 8, 6, 0]",0,100.0
"[1, 7, 10, 3, 11, 9, 4, 2, 5, 8, 6, 0]",0,100.0
"[1, 7, 10, 3, 11, 9, 4, 2, 5, 8, 6, 0]",0,100.0
"[1, 7, 10, 3, 11, 9, 4, 2, 5, 8, 6, 0]",0,100.0
"[1, 7, 10, 3, 11, 9, 4, 2, 5, 8, 6, 0]",0,100.0
"[1, 7, 10, 3, 11, 9, 4, 2, 5, 8, 6, 0]",0,100.0
"[1, 7, 10, 3, 11, 9, 4, 2, 5, 8, 6, 0]",0,100.0
"[1, 7, 10, 3, 11, 9, 4, 2, 5, 8, 6, 0]",0,100.0
"[1, 7, 10, 3, 11, 9, 4, 2, 5, 8, 6, 0]",0,100.0
"[1, 7, 10, 3, 11, 9, 4, 2, 5, 8, 6, 0]",0,100.0
"[1, 7, 10, 3, 11, 9, 4, 2, 5, 8, 6, 0]",0,100.0
"[1, 7, 10, 3, 11, 9, 4, 2, 5, 8, 6, 0]",0,100.0
"[1, 7, 10, 3, 11, 9, 4, 2, 5, 8, 6, 0]",0,100.0
"[1, 7, 10, 3, 11, 9, 4, 2, 5, 8, 6, 0]",0,100.0
"[1, 7, 10, 3, 11, 9, 4, 2, 5, 8, 6, 0]",0,100.0
"[1, 7, 10, 3, 11, 9, 4, 2, 5, 8, 6, 0]",0,100.0
"[1, 7, 10, 3, 11, 9, 4, 2, 5, 8, 6, 0]",0,100.0
"[1, 7, 10, 3, 11, 9, 4, 2, 5, 8, 6, 0]",0,100.0
"[1, 7, 10, 3, 11, 9, 4, 2, 5, 8, 6, 0]",0,100.0
"[1, 7, 10, 3, 11, 9, 4, 2, 5, 8, 6, 0]",0,100.0
"[1, 7, 10, 3, 11, 9, 4, 2, 5, 8, 6, 0]",0,100.0
"[1, 7, 10, 3, 11, 9, 4, 2, 5, 8, 6, 0]",0,100.0
"[1, 7, 10, 3, 11, 9, 4, 2, 5, 8, 6, 0]",0,100.0
"[1, 7, 10, 3, 11, 9, 4, 2, 5, 8, 6, 0]",0,100.0
"[1, 7, 10, 3, 11, 9, 4, 2, 5, 8, 6, 0]",0,100.0
"[1, 7, 10, 3, 11, 9, 4, 2, 5, 8, 6, 0]",0,100.0
"[1, 7, 10, 3, 11, 9, 4, 2, 5, 8, 6, 0]",0,100.0
"[1, 7, 10, 3, 11, 9, 4, 2, 5, 8, 6, 0]",0,100.0
"[1, 7, 10, 3, 11, 9, 4, 2, 5, 8, 6, 0]",0,100.0
"[1, 7, 10, 3, 11, 9, 4, 2, 5, 8, 6, 0]",0,100.0
"[1, 7, 10, 3, 11, 9, 4, 2, 5, 8, 6, 0]",0,100.0
"[1, 7, 10, 3, 11, 9, 4, 2, 5, 8, 6, 0]",0,100.0
"[1, 7, 10, 3, 11, 9, 4, 2, 5, 8, 6, 0]",0,100.0
"[1, 7, 10, 3, 11, 9, 4, 2, 5, 8, 6, 0]",0,100.0
"[1, 7, 10, 3, 11, 9, 4, 2, 5, 8, 6, 0]",0,100.0
"[1, 7, 10, 3, 11, 9, 4, 2, 5, 8, 6, 0]",0,100.0
"[1, 7, 10, 3, 11, 9, 4, 2, 5, 8, 6, 0]",0,100.0
"[1, 7, 10, 3, 11, 9, 4, 2, 5, 8, 6, 0]",0,100.0
"[1, 7, 10, 3, 11, 9, 4, 2, 5, 8, 6, 0]",0,100.0
"[1, 7, 10, 3, 11, 9, 4, 2, 5, 8, 6, 0]",0,100.0
"[1, 7, 10, 3, 11, 9, 4, 2, 5, 8, 6, 0]",0,100.0
"[1, 7, 10, 3, 11, 9, 4, 2, 5, 8, 6, 0]",0,100.0
"[1, 7, 10, 3, 11, 9, 4, 2, 5, 8, 6, 0]",0,100.0
"[1, 7, 10, 3, 11, 9, 4, 2, 5, 8, 6, 0]",0,100.0
"[1, 7, 10, 3, 11, 9, 4, 2, 5, 8, 6, 0]",0,100.0
"[1, 7, 10, 3, 11, 9, 4, 2, 5, 8, 6, 0]",0,100.0
"[1, 7, 10, 3, 11, 9, 4, 2, 5, 8, 6, 0]",0,100.0
