x,eval,fitness
"[8, 4, 3, 6, 16, 7, 12, 13, 14, 0, 2, 9, 10, 5, 1, 11]",3503,0.0007052136444735933
"[12, 2, 4, 3, 14, 16, 13, 6, 0, 15, 11, 8, 9, 10, 5, 7]",2918,0.0012004657807229205
"[12, 2, 4, 3, 14, 16, 13, 6, 0, 15, 11, 8, 9, 10, 5, 7]",2918,0.0012004657807229205
"[12, 2, 4, 3, 14, 16, 13, 6, 0, 15, 11, 8, 9, 10, 5, 7]",2918,0.0012004657807229205
"[12, 2, 4, 3, 14, 16, 13, 6, 0, 15, 11, 8, 9, 10, 5, 7]",2918,0.0012004657807229205
"[12, 2, 4, 3, 14, 16, 13, 6, 0, 15, 11, 8, 9, 10, 5, 7]",2918,0.0012004657807229205
"[12, 2, 4, 3, 14, 16, 13, 6, 0, 15, 11, 8, 9, 10, 5, 7]",2918,0.0012004657807229205
"[0, 3, 6, 11, 8, 7, 14, 2, 16, 13, 5, 4, 10, 9, 15, 12]",2896,0.0012330304188604333
"[0, 3, 6, 11, 8, 7, 14, 2, 16, 13, 5, 4, 10, 9, 15, 12]",2896,0.0012330304188604333
"[0, 3, 6, 11, 8, 7, 14, 2, 16, 13, 5, 4, 10, 9, 15, 12]",2896,0.0012330304188604333
"[0, 3, 6, 11, 8, 7, 14, 2, 16, 13, 5, 4, 10, 9, 15, 12]",2896,0.0012330304188604333
"[0, 3, 6, 11, 8, 7, 14, 2, 16, 13, 5, 4, 10, 9, 15, 12]",2896,0.0012330304188604333
"[0, 3, 6, 11, 8, 7, 14, 2, 16, 13, 5, 4, 10, 9, 15, 12]",2896,0.0012330304188604333
"[16, 10, 4, 1, 7, 2, 14, 13, 5, 6, 11, 15, 0, 12, 3, 8]",2696,0.0016366344249684947
"[16, 10, 4, 1, 7, 2, 14, 13, 5, 6, 11, 15, 0, 12, 3, 8]",2696,0.0016366344249684947
"[16, 10, 4, 1, 7, 2, 14, 13, 5, 6, 11, 15, 0, 12, 3, 8]",2696,0.0016366344249684947
"[16, 10, 4, 1, 7, 2, 14, 13, 5, 6, 11, 15, 0, 12, 3, 8]",2696,0.0016366344249684947
"[16, 10, 4, 1, 7, 2, 14, 13, 5, 6, 11, 15, 0, 12, 3, 8]",2696,0.0016366344249684947
"[16, 10, 4, 1, 7, 2, 14, 13, 5, 6, 11, 15, 0, 12, 3, 8]",2696,0.0016366344249684947
"[16, 10, 4, 1, 7, 2, 14, 13, 5, 6, 11, 15, 0, 12, 3, 8]",2696,0.0016366344249684947
"[16, 10, 4, 1, 7, 2, 14, 13, 5, 6, 11, 15, 0, 12, 3, 8]",2696,0.0016366344249684947
"[16, 10, 4, 1, 7, 2, 14, 13, 5, 6, 11, 15, 0, 12, 3, 8]",2696,0.0016366344249684947
"[16, 10, 4, 1, 7, 2, 14, 13, 5, 6, 11, 15, 0, 12, 3, 8]",2696,0.0016366344249684947
"[16, 10, 4, 1, 7, 2, 14, 13, 5, 6, 11, 15, 0, 12, 3, 8]",2696,0.0016366344249684947
"[16, 10, 4, 1, 7, 2, 14, 13, 5, 6, 11, 15, 0, 12, 3, 8]",2696,0.0016366344249684947
"[16, 10, 4, 1, 7, 2, 14, 13, 5, 6, 11, 15, 0, 12, 3, 8]",2696,0.0016366344249684947
"[16, 10, 4, 1, 7, 2, 14, 13, 5, 6, 11, 15, 0, 12, 3, 8]",2696,0.0016366344249684947
"[16, 10, 4, 1, 7, 2, 14, 13, 5, 6, 11, 15, 0, 12, 3, 8]",2696,0.0016366344249684947
"[16, 10, 4, 1, 7, 2, 14, 13, 5, 6, 11, 15, 0, 12, 3, 8]",2696,0.0016366344249684947
"[16, 10, 4, 1, 7, 2, 14, 13, 5, 6, 11, 15, 0, 12, 3, 8]",2696,0.0016366344249684947
"[16, 10, 4, 1, 7, 2, 14, 13, 5, 6, 11, 15, 0, 12, 3, 8]",2696,0.0016366344249684947
"[16, 10, 4, 1, 7, 2, 14, 13, 5, 6, 11, 15, 0, 12, 3, 8]",2696,0.0016366344249684947
"[16, 10, 4, 1, 7, 2, 14, 13, 5, 6, 11, 15, 0, 12, 3, 8]",2696,0.0016366344249684947
"[16, 10, 4, 1, 7, 2, 14, 13, 5, 6, 11, 15, 0, 12, 3, 8]",2696,0.0016366344249684947
"[16, 10, 4, 1, 7, 2, 14, 13, 5, 6, 11, 15, 0, 12, 3, 8]",2696,0.0016366344249684947
"[16, 10, 4, 1, 7, 2, 14, 13, 5, 6, 11, 15, 0, 12, 3, 8]",2696,0.0016366344249684947
"[16, 10, 4, 1, 7, 2, 14, 13, 5, 6, 11, 15, 0, 12, 3, 8]",2696,0.0016366344249684947
"[16, 10, 4, 1, 7, 2, 14, 13, 5, 6, 11, 15, 0, 12, 3, 8]",2696,0.0016366344249684947
"[16, 10, 4, 1, 7, 2, 14, 13, 5, 6, 11, 15, 0, 12, 3, 8]",2696,0.0016366344249684947
"[16, 10, 4, 1, 7, 2, 14, 13, 5, 6, 11, 15, 0, 12, 3, 8]",2696,0.0016366344249684947
"[16, 10, 4, 1, 7, 2, 14, 13, 5, 6, 11, 15, 0, 12, 3, 8]",2696,0.0016366344249684947
"[16, 10, 4, 1, 7, 2, 14, 13, 5, 6, 11, 15, 0, 12, 3, 8]",2696,0.0016366344249684947
"[16, 10, 4, 1, 7, 2, 14, 13, 5, 6, 11, 15, 0, 12, 3, 8]",2696,0.0016366344249684947
"[16, 10, 4, 1, 7, 2, 14, 13, 5, 6, 11, 15, 0, 12, 3, 8]",2696,0.0016366344249684947
"[16, 10, 4, 1, 7, 2, 14, 13, 5, 6, 11, 15, 0, 12, 3, 8]",2696,0.0016366344249684947
"[16, 10, 4, 1, 7, 2, 14, 13, 5, 6, 11, 15, 0, 12, 3, 8]",2696,0.0016366344249684947
"[16, 10, 4, 1, 7, 2, 14, 13, 5, 6, 11, 15, 0, 12, 3, 8]",2696,0.0016366344249684947
"[16, 10, 4, 1, 7, 2, 14, 13, 5, 6, 11, 15, 0, 12, 3, 8]",2696,0.0016366344249684947
"[16, 10, 4, 1, 7, 2, 14, 13, 5, 6, 11, 15, 0, 12, 3, 8]",2696,0.0016366344249684947
"[16, 10, 4, 1, 7, 2, 14, 13, 5, 6, 11, 15, 0, 12, 3, 8]",2696,0.0016366344249684947
"[16, 10, 4, 1, 7, 2, 14, 13, 5, 6, 11, 15, 0, 12, 3, 8]",2696,0.0016366344249684947
"[16, 10, 4, 1, 7, 2, 14, 13, 5, 6, 11, 15, 0, 12, 3, 8]",2696,0.0016366344249684947
"[16, 10, 4, 1, 7, 2, 14, 13, 5, 6, 11, 15, 0, 12, 3, 8]",2696,0.0016366344249684947
"[16, 10, 4, 1, 7, 2, 14, 13, 5, 6, 11, 15, 0, 12, 3, 8]",2696,0.0016366344249684947
"[16, 10, 4, 1, 7, 2, 14, 13, 5, 6, 11, 15, 0, 12, 3, 8]",2696,0.0016366344249684947
"[16, 10, 4, 1, 7, 2, 14, 13, 5, 6, 11, 15, 0, 12, 3, 8]",2696,0.0016366344249684947
"[16, 10, 4, 1, 7, 2, 14, 13, 5, 6, 11, 15, 0, 12, 3, 8]",2696,0.0016366344249684947
"[16, 10, 4, 1, 7, 2, 14, 13, 5, 6, 11, 15, 0, 12, 3, 8]",2696,0.0016366344249684947
"[16, 10, 4, 1, 7, 2, 14, 13, 5, 6, 11, 15, 0, 12, 3, 8]",2696,0.0016366344249684947
"[16, 10, 4, 1, 7, 2, 14, 13, 5, 6, 11, 15, 0, 12, 3, 8]",2696,0.0016366344249684947
"[16, 10, 4, 1, 7, 2, 14, 13, 5, 6, 11, 15, 0, 12, 3, 8]",2696,0.0016366344249684947
"[16, 10, 4, 1, 7, 2, 14, 13, 5, 6, 11, 15, 0, 12, 3, 8]",2696,0.0016366344249684947
"[16, 10, 4, 1, 7, 2, 14, 13, 5, 6, 11, 15, 0, 12, 3, 8]",2696,0.0016366344249684947
"[16, 10, 4, 1, 7, 2, 14, 13, 5, 6, 11, 15, 0, 12, 3, 8]",2696,0.0016366344249684947
"[16, 10, 4, 1, 7, 2, 14, 13, 5, 6, 11, 15, 0, 12, 3, 8]",2696,0.0016366344249684947
"[16, 10, 4, 1, 7, 2, 14, 13, 5, 6, 11, 15, 0, 12, 3, 8]",2696,0.0016366344249684947
"[16, 10, 4, 1, 7, 2, 14, 13, 5, 6, 11, 15, 0, 12, 3, 8]",2696,0.0016366344249684947
"[16, 10, 4, 1, 7, 2, 14, 13, 5, 6, 11, 15, 0, 12, 3, 8]",2696,0.0016366344249684947
"[16, 10, 4, 1, 7, 2, 14, 13, 5, 6, 11, 15, 0, 12, 3, 8]",2696,0.0016366344249684947
"[16, 10, 4, 1, 7, 2, 14, 13, 5, 6, 11, 15, 0, 12, 3, 8]",2696,0.0016366344249684947
"[16, 10, 4, 1, 7, 2, 14, 13, 5, 6, 11, 15, 0, 12, 3, 8]",2696,0.0016366344249684947
"[16, 10, 4, 1, 7, 2, 14, 13, 5, 6, 11, 15, 0, 12, 3, 8]",2696,0.0016366344249684947
"[16, 10, 4, 1, 7, 2, 14, 13, 5, 6, 11, 15, 0, 12, 3, 8]",2696,0.0016366344249684947
"[16, 10, 4, 1, 7, 2, 14, 13, 5, 6, 11, 15, 0, 12, 3, 8]",2696,0.0016366344249684947
"[16, 10, 4, 1, 7, 2, 14, 13, 5, 6, 11, 15, 0, 12, 3, 8]",2696,0.0016366344249684947
"[16, 10, 4, 1, 7, 2, 14, 13, 5, 6, 11, 15, 0, 12, 3, 8]",2696,0.0016366344249684947
"[16, 10, 4, 1, 7, 2, 14, 13, 5, 6, 11, 15, 0, 12, 3, 8]",2696,0.0016366344249684947
"[16, 10, 4, 1, 7, 2, 14, 13, 5, 6, 11, 15, 0, 12, 3, 8]",2696,0.0016366344249684947
"[16, 10, 4, 1, 7, 2, 14, 13, 5, 6, 11, 15, 0, 12, 3, 8]",2696,0.0016366344249684947
"[16, 10, 4, 1, 7, 2, 14, 13, 5, 6, 11, 15, 0, 12, 3, 8]",2696,0.0016366344249684947
"[16, 10, 4, 1, 7, 2, 14, 13, 5, 6, 11, 15, 0, 12, 3, 8]",2696,0.0016366344249684947
"[16, 10, 4, 1, 7, 2, 14, 13, 5, 6, 11, 15, 0, 12, 3, 8]",2696,0.0016366344249684947
"[16, 10, 4, 1, 7, 2, 14, 13, 5, 6, 11, 15, 0, 12, 3, 8]",2696,0.0016366344249684947
"[16, 10, 4, 1, 7, 2, 14, 13, 5, 6, 11, 15, 0, 12, 3, 8]",2696,0.0016366344249684947
"[16, 10, 4, 1, 7, 2, 14, 13, 5, 6, 11, 15, 0, 12, 3, 8]",2696,0.0016366344249684947
"[16, 10, 4, 1, 7, 2, 14, 13, 5, 6, 11, 15, 0, 12, 3, 8]",2696,0.0016366344249684947
"[16, 10, 4, 1, 7, 2, 14, 13, 5, 6, 11, 15, 0, 12, 3, 8]",2696,0.0016366344249684947
"[16, 10, 4, 1, 7, 2, 14, 13, 5, 6, 11, 15, 0, 12, 3, 8]",2696,0.0016366344249684947
"[16, 10, 4, 1, 7, 2, 14, 13, 5, 6, 11, 15, 0, 12, 3, 8]",2696,0.0016366344249684947
"[16, 10, 4, 1, 7, 2, 14, 13, 5, 6, 11, 15, 0, 12, 3, 8]",2696,0.0016366344249684947
