x,eval,fitness
"[1, 3, 5, 7, 4, 0, 2]",2,0.49751243781094534
"[1, 3, 5, 7, 4, 0, 2]",2,0.49751243781094534
"[1, 3, 5, 7, 4, 0, 2]",2,0.49751243781094534
"[1, 3, 5, 7, 4, 0, 2]",2,0.49751243781094534
"[5, 3, 0, 7, 4, 6, 1]",0,100.0
"[5, 3, 0, 7, 4, 6, 1]",0,100.0
"[5, 3, 0, 7, 4, 6, 1]",0,100.0
"[5, 3, 0, 7, 4, 6, 1]",0,100.0
"[5, 3, 0, 7, 4, 6, 1]",0,100.0
"[5, 3, 0, 7, 4, 6, 1]",0,100.0
"[5, 3, 0, 7, 4, 6, 1]",0,100.0
"[5, 3, 0, 7, 4, 6, 1]",0,100.0
"[5, 3, 0, 7, 4, 6, 1]",0,100.0
"[5, 3, 0, 7, 4, 6, 1]",0,100.0
"[5, 3, 0, 7, 4, 6, 1]",0,100.0
"[5, 3, 0, 7, 4, 6, 1]",0,100.0
"[5, 3, 0, 7, 4, 6, 1]",0,100.0
"[5, 3, 0, 7, 4, 6, 1]",0,100.0
"[5, 3, 0, 7, 4, 6, 1]",0,100.0
"[5, 3, 0, 7, 4, 6, 1]",0,100.0
"[5, 3, 0, 7, 4, 6, 1]",0,100.0
"[5, 3, 0, 7, 4, 6, 1]",0,100.0
"[5, 3, 0, 7, 4, 6, 1]",0,100.0
"[5, 3, 0, 7, 4, 6, 1]",0,100.0
"[5, 3, 0, 7, 4, 6, 1]",0,100.0
"[5, 3, 0, 7, 4, 6, 1]",0,100.0
"[5, 3, 0, 7, 4, 6, 1]",0,100.0
"[5, 3, 0, 7, 4, 6, 1]",0,100.0
"[5, 3, 0, 7, 4, 6, 1]",0,100.0
"[5, 3, 0, 7, 4, 6, 1]",0,100.0
"[5, 3, 0, 7, 4, 6, 1]",0,100.0
"[5, 3, 0, 7, 4, 6, 1]",0,100.0
"[5, 3, 0, 7, 4, 6, 1]",0,100.0
"[5, 3, 0, 7, 4, 6, 1]",0,100.0
"[5, 3, 0, 7, 4, 6, 1]",0,100.0
"[5, 3, 0, 7, 4, 6, 1]",0,100.0
"[5, 3, 0, 7, 4, 6, 1]",0,100.0
"[5, 3, 0, 7, 4, 6, 1]",0,100.0
"[5, 3, 0, 7, 4, 6, 1]",0,100.0
"[5, 3, 0, 7, 4, 6, 1]",0,100.0
"[5, 3, 0, 7, 4, 6, 1]",0,100.0
"[5, 3, 0, 7, 4, 6, 1]",0,100.0
"[5, 3, 0, 7, 4, 6, 1]",0,100.0
"[5, 3, 0, 7, 4, 6, 1]",0,100.0
"[5, 3, 0, 7, 4, 6, 1]",0,100.0
"[5, 3, 0, 7, 4, 6, 1]",0,100.0
"[5, 3, 0, 7, 4, 6, 1]",0,100.0
"[5, 3, 0, 7, 4, 6, 1]",0,100.0
"[5, 3, 0, 7, 4, 6, 1]",0,100.0
"[5, 3, 0, 7, 4, 6, 1]",0,100.0
"[5, 3, 0, 7, 4, 6, 1]",0,100.0
"[5, 3, 0, 7, 4, 6, 1]",0,100.0
"[5, 3, 0, 7, 4, 6, 1]",0,100.0
