x,eval,fitness
"[7, 4, 2, 0, 6, 3, 5, 1]",2,0.49751243781094534
"[7, 4, 2, 0, 6, 3, 5, 1]",2,0.49751243781094534
"[7, 4, 2, 0, 6, 3, 5, 1]",2,0.49751243781094534
"[7, 4, 2, 0, 6, 3, 5, 1]",2,0.49751243781094534
"[7, 4, 2, 0, 6, 3, 5, 1]",2,0.49751243781094534
"[7, 4, 2, 0, 6, 3, 5, 1]",2,0.49751243781094534
"[7, 4, 2, 0, 6, 3, 5, 1]",2,0.49751243781094534
"[7, 4, 2, 0, 6, 3, 5, 1]",2,0.49751243781094534
"[7, 4, 2, 0, 6, 3, 5, 1]",2,0.49751243781094534
"[7, 4, 2, 0, 6, 3, 5, 1]",2,0.49751243781094534
"[7, 4, 2, 0, 6, 3, 5, 1]",2,0.49751243781094534
"[7, 4, 2, 0, 6, 3, 5, 1]",2,0.49751243781094534
"[7, 4, 2, 0, 6, 3, 5, 1]",2,0.49751243781094534
"[7, 4, 2, 0, 6, 3, 5, 1]",2,0.49751243781094534
"[7, 4, 2, 0, 6, 3, 5, 1]",2,0.49751243781094534
"[7, 4, 2, 0, 6, 3, 5, 1]",2,0.49751243781094534
"[7, 4, 2, 0, 6, 3, 5, 1]",2,0.49751243781094534
"[7, 4, 2, 0, 6, 3, 5, 1]",2,0.49751243781094534
"[7, 4, 2, 0, 6, 3, 5, 1]",2,0.49751243781094534
"[7, 4, 2, 0, 6, 3, 5, 1]",2,0.49751243781094534
"[7, 4, 2, 0, 6, 3, 5, 1]",2,0.49751243781094534
"[7, 4, 2, 0, 6, 3, 5, 1]",2,0.49751243781094534
"[7, 4, 2, 0, 6, 3, 5, 1]",2,0.49751243781094534
"[7, 4, 2, 0, 6, 3, 5, 1]",2,0.49751243781094534
"[7, 4, 2, 0, 6, 3, 5, 1]",2,0.49751243781094534
"[7, 4, 2, 0, 6, 3, 5, 1]",2,0.49751243781094534
"[7, 4, 2, 0, 6, 3, 5, 1]",2,0.49751243781094534
"[7, 4, 2, 0, 6, 3, 5, 1]",2,0.49751243781094534
"[7, 4, 2, 0, 6, 3, 5, 1]",2,0.49751243781094534
"[7, 4, 2, 0, 6, 3, 5, 1]",2,0.49751243781094534
"[7, 4, 2, 0, 6, 3, 5, 1]",2,0.49751243781094534
"[7, 4, 2, 0, 6, 3, 5, 1]",2,0.49751243781094534
"[7, 4, 2, 0, 6, 3, 5, 1]",2,0.49751243781094534
"[7, 4, 2, 0, 6, 3, 5, 1]",2,0.49751243781094534
"[7, 4, 2, 0, 6, 3, 5, 1]",2,0.49751243781094534
"[7, 4, 2, 0, 6, 3, 5, 1]",2,0.49751243781094534
"[7, 4, 2, 0, 6, 3, 5, 1]",2,0.49751243781094534
"[7, 4, 2, 0, 6, 3, 5, 1]",2,0.49751243781094534
"[7, 4, 2, 0, 6, 3, 5, 1]",2,0.49751243781094534
"[7, 4, 2, 0, 6, 3, 5, 1]",2,0.49751243781094534
"[7, 4, 2, 0, 6, 3, 5, 1]",2,0.49751243781094534
"[7, 4, 2, 0, 6, 3, 5, 1]",2,0.49751243781094534
"[7, 4, 2, 0, 6, 3, 5, 1]",2,0.49751243781094534
"[7, 4, 2, 0, 6, 3, 5, 1]",2,0.49751243781094534
"[7, 4, 2, 0, 6, 3, 5, 1]",2,0.49751243781094534
"[7, 4, 2, 0, 6, 3, 5, 1]",2,0.49751243781094534
"[7, 4, 2, 0, 6, 3, 5, 1]",2,0.49751243781094534
"[7, 4, 2, 0, 6, 3, 5, 1]",2,0.49751243781094534
"[7, 4, 2, 0, 6, 3, 5, 1]",2,0.49751243781094534
"[7, 4, 2, 0, 6, 3, 5, 1]",2,0.49751243781094534
"[7, 4, 2, 0, 6, 3, 5, 1]",2,0.49751243781094534
"[7, 4, 2, 0, 6, 3, 5, 1]",2,0.49751243781094534
"[7, 4, 2, 0, 6, 3, 5, 1]",2,0.49751243781094534
"[7, 4, 2, 0, 6, 3, 5, 1]",2,0.49751243781094534
"[7, 4, 2, 0, 6, 3, 5, 1]",2,0.49751243781094534
"[7, 4, 2, 0, 6, 3, 5, 1]",2,0.49751243781094534
"[7, 4, 2, 0, 6, 3, 5, 1]",2,0.49751243781094534
"[7, 4, 2, 0, 6, 3, 5, 1]",2,0.49751243781094534
"[7, 4, 2, 0, 6, 3, 5, 1]",2,0.49751243781094534
"[7, 4, 2, 0, 6, 3, 5, 1]",2,0.49751243781094534
"[7, 4, 2, 0, 6, 3, 5, 1]",2,0.49751243781094534
"[7, 4, 2, 0, 6, 3, 5, 1]",2,0.49751243781094534
"[7, 4, 2, 0, 6, 3, 5, 1]",2,0.49751243781094534
"[7, 4, 2, 0, 6, 3, 5, 1]",2,0.49751243781094534
"[7, 4, 2, 0, 6, 3, 5, 1]",2,0.49751243781094534
"[7, 4, 2, 0, 6, 3, 5, 1]",2,0.49751243781094534
"[7, 4, 2, 0, 6, 3, 5, 1]",2,0.49751243781094534
"[7, 4, 2, 0, 6, 3, 5, 1]",2,0.49751243781094534
"[7, 4, 2, 0, 6, 3, 5, 1]",2,0.49751243781094534
"[7, 4, 2, 0, 6, 3, 5, 1]",2,0.49751243781094534
